schlcode,c_size,grade,classid,classize,avgmath,avgverb,pct_disadvantaged
41440,80,5,2,40,73.220001,79.550003,2
41441,86,5,1,38,58.57,68.489998,1
41441,86,5,2,38,69.18,78.349998,1
41442,76,5,2,34,60.919998,70.580002,13
41442,76,5,1,33,79.443199,82.71048,13
41443,97,5,1,32,62.380001,76.459999,5
41443,97,5,2,33,61.52,69.690002,5
41443,97,5,3,32,67.963333,72.970337,5
41444,65,5,1,34,82.940002,84,1
41444,65,5,2,31,77.790001,75.32,1
41445,208,5,1,35,72.599998,80.690002,13
41445,208,5,2,35,75.419998,80.269997,13
41445,208,5,4,35,67.410004,83.709999,13
41445,208,5,5,34,67.419998,79.610001,13
41445,208,5,6,33,70.190002,82.339996,13
41445,208,5,3,36,67.00222,79.720001,13
41447,32,5,1,32,79,83.5,0
41448,73,5,1,33,63.959999,70.629997,8
41448,73,5,2,32,64.610001,69.68,8
41449,41,5,1,41,73.269997,78.720001,13
41450,95,5,1,29,87.639999,83.379997,1
41450,95,5,2,32,78.940002,82.900002,1
41450,95,5,3,34,82.739998,83.470001,1
41452,114,5,2,26,61.84,71.040001,30
41452,114,5,3,27,67.610001,74.5,30
41452,114,5,4,30,58.349998,62.93,30
41456,38,5,1,38,81.809998,81.510002,6
41457,70,5,1,36,73.730003,76,7
41457,70,5,2,34,77.709999,77.879997,7
41458,72,5,1,36,52.709999,72.120003,6
41458,72,5,2,36,55.290001,77.209999,6
41462,20,5,1,20,66.330002,77.480003,4
41468,44,5,1,22,87.669998,80.57,4
41468,44,5,2,22,79.139999,80.32,4
51002,170,5,1,31,48.650002,60.650002,17
51002,170,5,2,32,59.27,62.470001,17
51002,170,5,3,30,51.73,54.959999,17
51002,170,5,4,33,62.830002,64.629997,17
51002,170,5,5,33,65.730003,68.870003,17
51004,61,5,1,31,60.639999,65.209999,33
51004,61,5,2,30,57.209999,57.93,33
51005,94,5,2,30,54.099998,59.099998,31
51005,94,5,3,30,63.34,69.279999,31
51005,94,5,1,34,50.804668,60.829334,31
51006,36,5,1,16,47.939999,54.07,25
51006,36,5,2,20,38.75,51,25
51007,87,5,1,37,67.599998,79.339996,7
51007,87,5,2,37,67.43,75.949997,7
51008,5,5,1,5,74,69.669998,31
51009,17,5,1,17,63,67,11
51010,51,5,1,26,54.779999,64.919998,27
51010,51,5,2,26,54.540001,67.790001,27
51011,52,5,2,28,62.450001,67.110001,18
51011,52,5,1,24,65.954346,64.648697,18
51012,28,5,1,28,62.07,71.5,7
51014,24,5,1,24,51.48,68.879997,19
51015,46,5,1,21,60.759998,59.59,34
51015,46,5,2,16,61.310001,65.690002,34
51016,70,5,1,35,60.790001,76.639999,10
51016,70,5,2,35,66.610001,81.260002,10
51018,22,5,1,22,32.049999,49.330002,52
51019,55,5,1,25,85.169998,84.900002,2
51019,55,5,2,30,73.919998,80.129997,2
51020,37,5,2,15,39.889999,54.669998,34
51020,37,5,1,22,55.9995,63.998421,34
51021,145,5,1,38,70.32,75.57,9
51021,145,5,3,37,74.360001,75.330002,9
51021,145,5,4,36,66.720001,67.629997,9
51021,145,5,2,34,72.968002,78.199997,9
51022,73,5,1,26,55.16,67.800003,34
51022,73,5,2,23,48,62.189999,34
51023,111,5,1,36,54.029999,68.82,10
51023,111,5,2,37,56.400002,70.690002,10
51023,111,5,3,38,56.919998,66.089996,10
51025,115,5,1,38,61.669998,71.269997,17
51025,115,5,2,39,64.620003,71.879997,17
51025,115,5,3,38,61.450001,69.879997,17
51026,51,5,1,26,56.82,68.940002,18
51026,51,5,2,25,56.060001,60.709999,18
51027,53,5,1,26,47.09,62,42
51027,53,5,2,27,49.369999,63.299999,42
51028,57,5,1,29,54.459999,69.480003,18
51028,57,5,2,28,62.669998,74.730003,18
51031,80,5,1,40,75.449997,79.5,2
51031,80,5,2,40,76.580559,80.513512,2
51032,76,5,1,31,66.519997,82.959999,2
51032,76,5,2,31,62.419998,81.080002,2
51033,53,5,2,26,71.629997,75.709999,3
51033,53,5,1,27,82.155197,84.118401,3
51034,47,5,1,22,72.650002,83.650002,3
51034,47,5,2,25,76.169998,82.860001,3
51035,65,5,1,33,71.5,74.629997,2
51035,65,5,2,35,72.150002,79.190002,2
51036,49,5,1,22,82.32,83.360001,4
51036,49,5,2,27,76.080002,78.959999,4
51038,70,5,1,35,72.129997,80.739998,3
51038,70,5,2,35,70.739998,82.879997,3
51039,114,5,2,38,81.059998,84.150002,6
51039,114,5,3,39,74.050003,79.629997,6
51039,114,5,1,37,76.237061,79.473824,6
51040,61,5,1,33,64.129997,75.449997,11
51040,61,5,2,28,60.41,74.779999,11
51041,129,5,1,31,77.260002,81.190002,7
51041,129,5,2,32,69.970001,78.239998,7
51041,129,5,3,32,62.380001,76.389999,7
51041,129,5,4,34,63.43,72.230003,7
51042,118,5,1,32,82.209999,85.889999,15
51042,118,5,2,33,74.129997,83,15
51042,118,5,3,30,79.800003,81.239998,15
51042,118,5,4,28,67.440002,76.199997,15
51043,96,5,1,32,83.540001,88.57,6
51043,96,5,2,32,78.959999,84.93,6
51043,96,5,3,32,86.379997,82.209999,6
51044,61,5,1,28,62.82,66.410004,18
51044,61,5,2,33,67.290001,67.910004,18
51045,51,5,1,24,59.279999,70.25,10
51045,51,5,2,27,67.769997,80.309998,10
51046,40,5,1,20,58.150002,66.599998,30
51046,40,5,2,20,60.700001,65.050003,30
51048,130,5,2,31,66.800003,71.300003,6
51048,130,5,3,34,69.779999,78.379997,6
51048,130,5,4,30,55.310001,70.879997,6
51048,130,5,1,35,67.314064,74.588753,6
51049,34,5,1,34,69.650002,68.029999,20
51050,96,5,1,34,55.259998,66.110001,12
51050,96,5,2,31,62.900002,71.75,12
51050,96,5,3,31,92.339996,91.720001,12
51051,50,5,2,25,77.800003,77.040001,8
51051,50,5,1,25,61.875,64.708336,8
51052,81,5,1,40,67.910004,70.690002,7
51052,81,5,2,41,63.689999,69.660004,7
51053,35,5,1,14,45.380001,52,28
51053,35,5,2,21,48.279999,60.560001,28
51054,72,5,1,36,67.139999,69.459999,6
51054,72,5,2,36,62.639999,67.690002,6
51055,47,5,1,24,69.400002,72.199997,8
51055,47,5,2,23,71.480003,77.199997,8
51056,115,5,1,37,71.209999,76.82,7
51056,115,5,3,40,68.370003,78.839996,7
51056,115,5,2,38,73.583611,75.224571,7
51057,65,5,1,30,48.040001,56.139999,20
51057,65,5,2,35,62.689999,65.809998,20
51058,67,5,1,33,57.619999,60.209999,12
51058,67,5,2,34,50.529999,65.07,12
51059,39,5,1,38,58.630001,68.940002,7
51062,72,5,1,38,55.869999,72.050003,19
51062,72,5,2,36,58.5,72.129997,19
51063,87,5,2,31,73.370003,77.300003,4
51063,87,5,3,28,70.93,79.730003,4
51063,87,5,1,28,74.65889,80.185928,4
51068,86,5,1,38,62.259998,71.519997,8
51068,86,5,2,37,70.513794,68.572121,8
51069,53,5,1,28,68.040001,81.220001,4
51069,53,5,2,26,68.839996,81.599998,4
51070,53,5,2,26,67.690002,76.5,3
51070,53,5,1,27,73.532944,84.421051,3
51071,39,5,1,39,62.950001,74.080002,7
51072,38,5,1,38,66.370003,75.339996,10
51073,35,5,1,25,64.160004,74.260002,13
51074,35,5,1,35,67.029999,78.309998,3
51075,73,5,1,37,68.459999,73.660004,3
51075,73,5,2,36,69.651726,74.410347,3
51076,69,5,1,32,67.769997,74.580002,4
51076,69,5,2,37,67.970001,78.709999,4
51077,103,5,1,35,61.830002,76.800003,6
51077,103,5,2,35,72.879997,81.089996,6
51077,103,5,3,33,65.5,70.769997,6
51078,47,5,1,25,68.150002,79.900002,7
51078,47,5,2,22,69.849998,80.099998,7
51079,53,5,1,28,57.07,71.110001,21
51079,53,5,2,25,55.439999,65.400002,21
51080,76,5,2,39,66.510002,76,1
51080,76,5,1,38,67.489998,74.054054,1
51081,49,5,1,24,68.389999,76.650002,6
51081,49,5,2,29,75.330002,77.300003,6
51082,27,5,1,27,72,77,4
51083,74,5,1,37,72.540001,83.720001,3
51083,74,5,2,37,80.779999,83.059998,3
51084,85,5,1,37,64.5,76.669998,8
51084,85,5,2,37,67.080002,80.389999,8
51085,39,5,1,39,60.169998,76.089996,3
51086,44,5,2,23,75.699997,81.739998,2
51086,44,5,1,21,67.947617,75.999046,2
51087,28,5,1,28,64.82,76.620003,14
51088,57,5,1,26,70.690002,79.540001,10
51088,57,5,2,31,71.268669,80.398666,10
51090,10,5,1,10,69.669998,80.559998,11
51091,31,5,1,31,64.620003,67.699997,19
51092,131,5,1,36,78.389999,83.080002,1
51092,131,5,2,31,79.93,81.099998,1
51092,131,5,3,31,78.230003,82.93,1
51092,131,5,4,33,78.370003,82.029999,1
51093,79,5,2,39,71.080002,80.889999,2
51093,79,5,1,40,74.776001,85.004501,2
51098,69,5,1,34,83.160004,84.690002,2
51098,69,5,2,35,74.940002,86.480003,2
51100,48,5,1,36,69,79,4
51103,103,5,1,37,81.589996,84.489998,3
51103,103,5,2,33,79.199997,84.93,3
51103,103,5,3,33,86.25,88.309998,3
51104,51,5,1,29,77.82,84.209999,4
51104,51,5,2,22,70.699997,77.650002,4
51107,78,5,1,39,76.919998,82.589996,3
51107,78,5,2,39,81.317711,81.342575,3
51111,55,5,1,18,60.41,67.809998,18
51111,55,5,2,25,71.089996,73.82,18
51112,54,5,2,25,72.239998,81.860001,9
51112,54,5,1,22,67.524208,77.944214,9
51116,85,5,1,25,76.639999,80.949997,19
51116,85,5,2,26,65.919998,71.040001,19
51116,85,5,3,24,74.360001,78.639999,19
51117,48,5,1,26,71.260002,79.040001,12
51117,48,5,2,22,64.57,73.330002,12
51118,62,5,1,32,75.029999,82.160004,23
51118,62,5,2,29,83.24379,77.691032,23
51119,47,5,1,21,59,68.410004,19
51119,47,5,2,26,54.23,67.349998,19
51120,51,5,2,26,58.639999,73.160004,20
51120,51,5,1,25,46.285713,57.476189,20
51121,58,5,1,26,68.129997,86.610001,3
51121,58,5,2,32,78.349998,86.68,3
51122,61,5,1,31,76.589996,81.440002,4
51122,61,5,2,30,93.730003,91.57,4
51124,99,5,1,28,82.220001,86.150002,6
51124,99,5,3,26,78.68,79.839996,6
51124,99,5,2,31,76.277931,79.998276,6
51126,20,5,1,20,85.349998,79.410004,8
51127,44,5,1,22,62.119999,58.810001,15
51127,44,5,2,22,70.950478,75.351997,15
51130,49,5,1,21,66.220001,73.440002,14
51130,49,5,2,19,68.290001,75,14
51132,27,5,1,27,77.269997,85.879997,9
51133,59,5,1,28,77.959999,76.330002,15
51133,59,5,2,31,80.080002,79.800003,15
51135,76,5,2,27,69.150002,83.949997,4
51135,76,5,1,33,80.89286,89.178574,4
51138,32,5,1,32,89.160004,85.230003,5
51145,77,5,1,34,63.209999,69.410004,7
51145,77,5,2,32,69.75,74.370003,7
51147,90,5,1,27,67.830002,74.580002,40
51147,90,5,3,23,60.700001,65.220001,40
51147,90,5,2,26,66.475235,63.524761,40
51157,53,5,1,27,85.790001,90.129997,0
51157,53,5,2,26,84.769997,86.540001,0
51163,75,5,1,40,79.080002,82.739998,4
51163,75,5,2,35,83,88.93,4
51164,89,5,2,32,67.410004,75.870003,13
51164,89,5,3,29,71.93,74.540001,13
51164,89,5,1,28,71.029999,77.599289,13
51165,52,5,1,27,83.419998,82.459999,20
51165,52,5,2,25,65.309998,76.709999,20
51166,50,5,1,28,77.879997,79.419998,3
51166,50,5,2,22,68.5,78.089996,3
51167,59,5,1,30,78.769997,82.769997,10
51167,59,5,2,29,75.139999,67.760002,10
51172,69,5,1,28,66.919998,83.25,6
51172,69,5,2,29,74.32,76.730003,6
51178,40,5,1,29,67.360001,75.199997,20
51179,39,5,1,19,66.330002,73.709999,5
51179,39,5,2,20,59.5,69.889999,5
51181,8,5,1,8,45.669998,58,31
51186,62,5,2,29,65.57,76.709999,12
51186,62,5,1,24,77.610435,79.641815,12
51188,65,5,1,32,81.839996,86.25,6
51188,65,5,2,33,78.300003,84.150002,6
51189,17,5,1,17,64,72,17
51190,28,5,1,28,66.150002,86.080002,2
51193,23,5,1,23,52.169998,67.82,27
51194,76,5,2,24,63,76.629997,11
51194,76,5,3,25,56,69.910004,11
51194,76,5,1,27,52.51852,66.883705,11
51199,29,5,1,29,82.480003,87.860001,2
51203,69,5,2,35,57.560001,69.809998,35
51203,69,5,1,34,54.865456,70.138184,35
51208,12,5,1,12,46.5,58.830002,28
51244,50,5,1,27,70.559998,81.959999,1
51244,50,5,2,23,69.391304,84.130432,1
51246,79,5,1,35,78.800003,82.370003,4
51246,79,5,2,35,83.510002,79.050003,4
51247,59,5,2,21,75.349998,79,5
51247,59,5,1,38,85.430954,84.523811,5
51255,118,5,1,40,62.16,74.889999,9
51255,118,5,2,40,61.380001,71.349998,9
51256,79,5,1,40,61.080002,68.889999,10
51256,79,5,2,39,60.41,73.129997,10
51257,106,5,2,30,63.860001,73.519997,20
51257,106,5,3,39,62.59,74.349998,20
51257,106,5,1,37,54.063713,65.370575,20
51259,90,5,1,29,69.309998,78.879997,4
51259,90,5,3,30,79.959999,75.440002,4
51259,90,5,2,31,69.828278,76.766899,4
51263,33,5,1,33,71.82,79.389999,2
51266,122,5,1,41,78.919998,82.080002,1
51266,122,5,2,41,80.330002,85.779999,1
51266,122,5,3,40,72.300003,80.199997,1
51267,52,5,1,28,48.790001,56.5,17
51267,52,5,2,24,47.051998,62.157894,17
51269,66,5,1,33,63.939999,75.440002,14
51269,66,5,2,33,69.5,77.269997,14
51273,43,5,2,22,68.110001,78.580002,8
51273,43,5,1,21,67.889999,77.419998,8
51275,83,5,1,32,82.269997,81.5,8
51275,83,5,2,38,88.690002,89.769997,8
51276,82,5,1,28,75.739998,83.410004,14
51276,82,5,2,30,57.139999,68.480003,14
51276,82,5,3,24,48.43,60,14
51277,81,5,1,26,61.779999,68.650002,13
51277,81,5,2,26,55.32,66.480003,13
51277,81,5,3,29,56.970001,65.93,13
51278,79,5,1,29,75.07,79.360001,0
51278,79,5,3,25,75.540001,78.379997,0
51278,79,5,2,25,68.044998,79.199997,0
51279,87,5,1,28,69.5,75.349998,7
51279,87,5,2,28,79.440002,81,7
51279,87,5,3,32,83.87484,80.319351,7
51281,49,5,1,26,62.459999,76.129997,13
51281,49,5,2,23,62.5,70.790001,13
51282,70,5,1,37,64.360001,66.82,12
51282,70,5,2,34,62.099998,72.82,12
51283,87,5,1,30,72.110001,77.629997,15
51283,87,5,2,29,65.209999,72.540001,15
51283,87,5,3,28,63.041248,71.376251,15
51287,99,5,1,33,71.410004,75.860001,7
51287,99,5,2,33,56.59,67.190002,7
51287,99,5,3,33,61,66.720001,7
51288,41,5,1,20,55.75,70.150002,21
51288,41,5,2,21,50.150002,70.699997,21
51289,40,5,1,40,62.470001,67.970001,14
51290,99,5,1,33,80.029999,87.360001,1
51290,99,5,2,33,84.360001,87.18,1
51290,99,5,3,33,80.739998,79.059998,1
51291,77,5,1,31,63.66,72.849998,31
51291,77,5,2,31,49.846668,62.963463,31
51295,47,5,1,26,68.709999,78.540001,3
51295,47,5,2,21,73.190002,80.239998,3
51296,85,5,1,29,66.629997,79.779999,18
51296,85,5,2,26,73.040001,81.230003,18
51296,85,5,3,30,78.400002,85.370003,18
51297,56,5,1,31,59.860001,70.360001,9
51297,56,5,2,25,66.66333,78.246666,9
51298,98,5,1,33,56.630001,73.330002,8
51298,98,5,2,30,69.089996,76.550003,8
51298,98,5,3,35,51.93,69.440002,8
51299,59,5,1,30,70.75,77.75,3
51299,59,5,2,29,73.379997,79.519997,3
51300,71,5,1,35,57.66,72.110001,5
51300,71,5,2,36,61.790001,67.82,5
51302,76,5,1,38,63.16,72.779999,10
51302,76,5,2,38,73.419998,77.169998,10
51303,95,5,2,33,67.059998,74.940002,13
51303,95,5,3,29,56.709999,71.93,13
51303,95,5,1,34,78.625557,84.636467,13
51304,92,5,2,28,64.550003,71.050003,15
51304,92,5,4,12,68.959999,80.790001,15
51304,92,5,3,29,69.885384,72.214073,15
51305,45,5,1,23,76.32,85.089996,1
51305,45,5,2,22,76.519997,80.620003,1
51307,80,5,1,26,85.290001,84.580002,0
51307,80,5,2,29,83,87.849998,0
51307,80,5,3,25,86.839996,85.639999,0
51308,34,5,1,27,55.68,69.760002,14
51309,94,5,1,32,64.870003,75.709999,5
51309,94,5,2,32,79,81.410004,5
51309,94,5,3,30,71.93,77.07,5
51310,79,5,1,28,52.52,68.919998,14
51310,79,5,2,24,38.830002,61.09,14
51310,79,5,3,27,45.23,57.459999,14
51311,108,5,2,36,59.75,73.580002,5
51311,108,5,3,36,56.369999,73.550003,5
51311,108,5,1,36,78.372498,81.184196,5
51312,54,5,1,27,64.550003,69.050003,23
51312,54,5,2,27,65.129997,75.300003,23
51313,84,5,1,29,65.269997,77.699997,9
51313,84,5,2,30,67.769997,77.370003,9
51313,84,5,3,25,61.919998,74.239998,9
51314,119,5,1,41,68.239998,74.629997,11
51314,119,5,2,40,65.550003,75.349998,11
51314,119,5,3,38,66.220001,75.190002,11
51315,80,5,2,40,59.540001,70.739998,9
51315,80,5,1,40,58.473499,75.147003,9
51316,46,5,1,22,77.730003,81.860001,2
51316,46,5,2,24,77,84.330002,2
51317,74,5,1,37,70.730003,75.160004,8
51317,74,5,2,37,70.540001,77.089996,8
51318,92,5,2,30,82.290001,86,4
51318,92,5,3,29,76.660004,75.18,4
51318,92,5,1,33,74.130478,82.331429,4
51319,70,5,1,28,66.519997,69.959999,8
51319,70,5,2,31,70.309998,74.43,8
51320,118,5,1,39,63.669998,75.540001,5
51320,118,5,2,39,66.779999,75.639999,5
51320,118,5,3,40,58.950001,66.370003,5
51322,45,5,1,22,70.57,80.379997,1
51322,45,5,2,23,86.040001,90.43,1
51323,41,5,1,41,85.910004,89.269997,2
51324,93,5,1,32,60.139999,70.32,10
51324,93,5,2,31,58.970001,72.769997,10
51324,93,5,3,30,70.18,75.43,10
51330,114,5,1,38,56.779999,64.220001,8
51330,114,5,2,38,65.550003,71.550003,8
51330,114,5,3,38,74.410004,73.940002,8
51331,85,5,1,37,78.940002,84.410004,6
51331,85,5,2,39,79.053848,83.663589,6
51332,107,5,1,35,76.209999,78.589996,4
51332,107,5,2,36,72.529999,76.580002,4
51332,107,5,3,36,69,77.080002,4
51333,119,5,1,36,71.32,75.120003,6
51333,119,5,2,34,75.610001,80.480003,6
51333,119,5,3,38,76,78.029999,6
51334,119,5,1,39,74.910004,86.82,0
51334,119,5,2,38,72.879997,86.790001,0
51334,119,5,3,42,78.279999,84.970001,0
51335,72,5,2,36,71.529999,79.5,3
51335,72,5,1,36,70.470001,76.5,3
51338,80,5,1,39,52.389999,62.860001,12
51338,80,5,2,41,53.740002,65.099998,12
51339,71,5,1,39,82.050003,83.25,18
51339,71,5,2,34,69.330002,76.779999,18
51340,67,5,1,23,76.860001,77.589996,8
51340,67,5,2,24,66.269997,71.18,8
51340,67,5,3,20,69.342667,72.870667,8
51341,85,5,1,29,69.110001,73.410004,10
51341,85,5,2,28,63.540001,75.32,10
51341,85,5,3,28,79.330002,81.769997,10
51346,99,5,1,33,56.650002,63.939999,13
51346,99,5,2,33,55.68,57.970001,13
51346,99,5,3,33,57.48,64.290001,13
51347,154,5,1,38,65,67.489998,4
51347,154,5,2,39,60.360001,74.82,4
51347,154,5,3,40,64.360001,70.050003,4
51347,154,5,4,37,68.760002,71.510002,4
51352,118,5,1,39,82.059998,83.290001,3
51352,118,5,2,39,82.629997,84.25,3
51352,118,5,3,40,79.870003,81.68,3
51353,70,5,2,34,56.790001,73.849998,9
51353,70,5,1,36,65.337578,70.030647,9
51354,104,5,1,34,65.5,73.690002,6
51354,104,5,2,35,60.360001,70.910004,6
51354,104,5,3,35,57.276363,74.420906,6
51356,27,5,1,27,56.119999,69.730003,23
51360,99,5,1,30,71.970001,80.230003,3
51360,99,5,3,35,72.709999,77.489998,3
51360,99,5,2,33,74.41552,79.550003,3
51361,74,5,1,37,65.790001,76.760002,5
51361,74,5,2,37,72.43,81.300003,5
51364,63,5,1,31,73.300003,76.169998,9
51364,63,5,2,32,73.610001,77.57,9
51365,68,5,1,34,70.220001,85.970001,0
51365,68,5,2,34,75.779999,88.029999,0
51367,12,5,1,12,64.419998,74,24
51368,66,5,1,32,77.800003,88.07,1
51368,66,5,2,34,79.629997,89.339996,1
51369,76,5,1,23,56.959999,69.730003,10
51369,76,5,2,27,63.419998,68.150002,10
51369,76,5,3,26,53.330002,69.620003,10
51371,142,5,1,37,76.760002,75.589996,4
51371,142,5,2,37,69.459999,77.940002,4
51371,142,5,3,38,73.830002,77.370003,4
51371,142,5,4,30,72.279999,73.18,4
51372,106,5,1,34,57.16,71.389999,9
51372,106,5,2,37,70.139999,77.080002,9
51372,106,5,3,35,65.879997,75.349998,9
51375,28,5,1,28,54.52,57.59,16
51412,37,5,1,37,66.970001,71.779999,3
61001,55,5,1,28,62,63.59,45
61001,55,5,2,27,56.959999,72.879997,45
61003,69,5,1,29,66.32,78.639999,10
61003,69,5,2,26,62.459999,73.230003,10
61004,18,5,1,18,70.760002,73.879997,14
61005,49,5,1,38,66.580002,76.18,26
61006,24,5,1,24,67.480003,64.050003,33
61007,44,5,1,36,68.860001,71.800003,32
61008,33,5,1,24,58.09,74.139999,50
61009,88,5,1,41,63.18,76.209999,15
61009,88,5,2,40,60.853714,75.795998,15
61012,61,5,1,29,71.790001,80.760002,7
61012,61,5,2,32,69,77.339996,7
61013,36,5,2,18,64.220001,64.110001,32
61013,36,5,1,18,67.779999,67.889999,32
61016,61,5,1,30,69.959999,69,28
61016,61,5,2,31,66.879997,68.169998,28
61018,66,5,1,34,76.550003,79.849998,14
61018,66,5,2,32,65.5,78.559998,14
61019,30,5,1,30,75.290001,78.07,44
61020,72,5,2,31,55.84,66.769997,48
61020,72,5,1,30,66.515862,69.271004,48
61021,110,5,1,30,62.169998,76.769997,4
61021,110,5,2,34,63,71.209999,4
61021,110,5,3,31,63.85862,80.499001,4
61022,13,5,1,12,67.849998,72.919998,1
61023,89,5,1,32,58.48,73.830002,23
61023,89,5,3,29,60.27,73.669998,23
61023,89,5,2,32,55.484829,71.512962,23
61024,89,5,1,35,58.630001,79,20
61024,89,5,2,28,61.959999,75.959999,20
61024,89,5,3,27,58.889999,67.669998,20
61025,62,5,2,33,65.550003,65.790001,23
61025,62,5,1,32,60.274139,70.464996,23
61026,55,5,1,28,62.639999,63.68,31
61026,55,5,2,28,52.790001,59.779999,31
61027,69,5,1,35,57.290001,62.380001,31
61027,69,5,2,36,53.540001,61.57,31
61030,57,5,1,28,70.959999,72.410004,15
61030,57,5,2,29,68.32,73.860001,15
61031,38,5,1,38,66.589996,66.830002,28
61032,109,5,1,28,58.799999,66.459999,17
61032,109,5,2,30,63.790001,69.18,17
61032,109,5,3,28,56.43,60.369999,17
61033,93,5,1,33,59.709999,66.220001,10
61033,93,5,2,32,64.550003,64.889999,10
61033,93,5,3,33,54.080002,59.310001,10
61035,23,5,1,22,51.59,70.900002,38
61037,73,5,1,31,61.639999,72.720001,20
61037,73,5,2,42,66.18,80.870003,20
61038,47,5,1,25,64.949997,69.18,40
61038,47,5,2,22,56.049999,65.860001,40
61040,21,5,1,21,47.220001,57.889999,53
61042,31,5,1,23,55.880001,66.330002,45
61047,20,5,1,20,70.830002,76.889999,36
61049,98,5,1,33,69.970001,77.900002,2
61049,98,5,2,30,65.220001,78.730003,2
61049,98,5,3,31,64.93,78.480003,2
61055,62,5,2,29,68.879997,79.18,9
61055,62,5,1,33,71.087059,82.766472,9
61058,57,5,1,29,79.360001,74.290001,32
61058,57,5,2,28,61.75,68.800003,32
61063,21,5,1,21,59.860001,70.050003,0
61064,14,5,1,14,77.199997,82.669998,1
61065,24,5,1,24,74.879997,87.169998,1
61070,101,5,2,31,49,57.810001,35
61070,101,5,3,31,40.66,60.310001,35
61070,101,5,1,31,45.840771,61.844231,35
61073,68,5,1,29,77.57,82,30
61073,68,5,2,29,80.809998,77.419998,30
61074,92,5,1,24,73.230003,74.910004,5
61074,92,5,2,28,73.75,78.919998,5
61074,92,5,3,28,73.129997,76.5,5
61077,24,5,1,23,67,71,34
61079,52,5,1,28,75.559998,79.239998,12
61079,52,5,2,28,67.139999,72.860001,12
61080,25,5,1,25,64.139999,80.699997,2
61081,15,5,1,15,75.830002,80.169998,2
61084,27,5,1,27,63.849998,79.919998,3
61085,55,5,1,24,72.68,80.839996,25
61085,55,5,2,31,73.26667,81.133331,25
61089,66,5,1,32,65.970001,76.849998,4
61089,66,5,2,34,65.290001,73.910004,4
61093,59,5,2,24,41.299999,67.910004,50
61093,59,5,1,26,50.324001,64.242798,50
61095,26,5,1,26,65.830002,78.5,5
61101,62,5,2,32,71.279999,77,24
61101,62,5,1,32,64.195198,70.519997,24
61102,66,5,1,31,76.410004,81.370003,17
61102,66,5,2,31,73.5,83.93,17
61103,69,5,1,35,65.059998,71.43,54
61103,69,5,2,34,62.66,74.339996,54
61104,34,5,1,20,66.639999,76.449997,35
61104,34,5,2,14,50.580002,65.220001,35
61105,80,5,1,36,61.549999,64.68,24
61105,80,5,2,35,61.849998,71.529999,24
61106,62,5,2,25,47,61.630001,46
61106,62,5,1,35,62.967743,71.157417,46
61108,13,5,1,13,62.790001,80,0
61116,42,5,1,42,66.230003,58.029999,38
61117,41,5,1,23,73.050003,77.82,52
61117,41,5,2,18,45.630001,58.060001,52
61121,28,5,1,22,55,68,32
61124,20,5,1,20,52.16,64,58
61136,36,5,1,36,76.199997,85.050003,27
61137,51,5,1,24,59.740002,71.089996,35
61137,51,5,2,26,48.049999,68.629997,35
61138,72,5,1,30,58.669998,55.84,31
61138,72,5,2,12,58.240002,65.040001,31
61139,28,5,1,28,58.040001,67.559998,49
61140,36,5,1,34,51.189999,64.57,25
61141,47,5,2,23,50.5,66.589996,52
61141,47,5,1,27,63.217392,73.410004,52
61142,27,5,2,9,49.669998,46,51
61143,110,5,2,33,72.580002,75.480003,21
61143,110,5,3,33,64.559998,70,21
61143,110,5,4,12,72.330002,77.839996,21
61145,65,5,1,33,64.300003,78,6
61145,65,5,2,32,59.551613,80.068962,6
61149,62,5,1,32,65.889999,64.330002,37
61149,62,5,2,31,52,57.330002,37
61150,38,5,1,38,50.349998,64.849998,46
61151,42,5,1,20,63.369999,69.629997,42
61151,42,5,2,22,73.139999,75.760002,42
61152,30,5,1,30,70.129997,78.209999,32
61156,15,5,1,15,53,59,67
61157,60,5,1,32,68.309998,75.379997,10
61157,60,5,2,34,74.07,71.43,10
61163,53,5,2,21,70.940002,71.220001,51
61163,53,5,1,22,61.958183,63.547272,51
61165,56,5,1,28,54.110001,69.260002,60
61165,56,5,2,29,43.68,37.810001,60
61169,50,5,1,24,61,74.169998,25
61169,50,5,2,24,68.879997,77.949997,25
61171,19,5,1,19,76.629997,84.790001,2
61172,38,5,1,38,60,71,43
61173,9,5,1,9,55.599998,66.559998,36
61174,55,5,1,28,62.16,70.599998,13
61174,55,5,2,29,65.830002,71.419998,13
61178,57,5,1,21,62.279999,68.830002,52
61178,57,5,2,25,50.919998,66.360001,52
61179,88,5,2,29,62.540001,66.32,21
61179,88,5,3,31,75.82,74.230003,21
61179,88,5,1,28,71.766151,78.963844,21
61183,85,5,1,28,72.889999,81.43,11
61183,85,5,3,30,73.230003,81.459999,11
61183,85,5,2,29,70.037933,74.448273,11
61186,60,5,1,30,72.169998,81.900002,4
61186,60,5,2,30,78.629997,80.370003,4
61188,56,5,1,25,55.240002,74.330002,20
61188,56,5,2,25,63.830002,70.82,20
61190,36,5,1,36,60.150002,58.07,44
61193,68,5,2,36,54.630001,59.810001,17
61193,68,5,1,35,59.675808,62.228386,17
61196,49,5,1,27,62.32,67.169998,23
61196,49,5,2,28,51.709999,64.699997,23
61197,56,5,1,21,48.91,63.040001,42
61197,56,5,2,24,45.049999,56.549999,42
